	text	label
32279	彼女は自分の生活を捨て子供を育てた。	1
61186	ええ、昨日行ったわ。	1
11884	彼は下からたたき上げた男だ。	0
25941	あなたが自分で行ってもいいよ。	1
50180	彼はその時笑わなかったの？	1
23638	あの人には知識も経験もある。	1
6410	気まぐれなお天気だ。	0
35181	あの人がどうかしましたか。	1
32595	その部屋はなんて寒かったことか。	1
42004	私は彼女のことは知らない。	1
28770	彼の英語はいい線いってるよ。	1
22093	全体的にみると、君の考えはよろしい。	0
4923	彼女と同じくらい私もフランス語が話せる。	0
61731	１週間雪が降り続いていた。	1
16955	男の子は大きくなりました。	0
5123	たいていの人はテレビを見るのが好きです。	0
52768	結婚式はいつ行われるのですか。	1
18715	返金して欲しい。	0
28867	もし明日雨が降れば、試合は後になります。	1
30959	そのドレスはあなたによく合います。	1
45336	私は、むしろコーヒーを飲みたい。	1
2321	タバコをご遠慮いただけますか。	0
21926	赤ん坊は明け方近くに生まれた。	0
43199	寝る前にビールを飲むな。	1
24259	これからはもっと勉強します。	1
55880	アメリカへ行くくらいなら、国内にいる方がいい。	1
35746	薬の飲み方を教えてください。	1
5599	彼はこの前あったときより太っている。	0
49227	すぐによくなってください。	1
52008	彼は私たちの関係を悪くした。	1
51323	風邪を引かないで。	1
47365	彼は５時ちょっと前に家についた。	1
21849	空はすっかりもやがかかっていた。	0
57322	あなたは悪い例を作ってしまった。	1
25062	やがて彼女はよい先生になるでしょう。	1
50044	彼女は中へ入っていきました。	1
47467	７時に出発できるようにしておきなさい。	1
59017	彼女は急に泣きながら立ってどこかに行った。	1
22329	だれも火に近づけるな。	0
19240	そのような少年はみんなに愛される。	0
30967	子が生まれる時の痛い状態が始まりました。	1
37629	彼が次の週には帰ると言う保証はない。	1
52443	明日は天気だと思う。	1
5227	彼女は彼にとってかけがえのない人だ。	0
20669	上司は私たちの提案を拒否した。	0
62180	彼がくることを予想している。	1
39649	私が欲しいのは文章を書くための機械です。	1
37350	もっと安い価格になりませんか。	1
37047	私は卒業したら外国で学ぶつもりです。	1
18831	彼は医者として無能だ。	0
45203	私はあなたに何１つ隠すつもりはない。	1
45985	彼はそれを服の下から出した。	1
441	灰皿を下さい。	0
15477	彼はその仕事で一山当てた。	0
22733	彼らはお互いすぐになじんだ。	0
20522	その本には絵がいっぱい入っている。	0
48702	私はお母さんより早く起きたかった。	1
42429	あなたがなぜ提案に賛成なのか不思議だ。	1
40403	私はあなたが来るものと考えていた。	1
7744	息子は雨にぬれて遊んでいる。	0
29446	あれはあなたの本です。	1
5781	また暑さがぶり返すそうだ。	0
22233	脅かさないでよ。	0
6667	それは仕方ない。	0
36607	彼の行動は言葉と合わなかった。	1
60666	私はまたあなたに会うことができて嬉しい。	1
10704	死はすべての人に訪れる。	0
62208	これでいいますか。	1
35725	私はとても大きな魚に大変驚いた。	1
3968	彼女に会うと必ず亡き母を思い出す。	0
15591	彼は来週ニューヨークへ発ちます。	0
37846	今朝は何をしたの？	1
42259	私は英語を話すと必ず間違う。	1
23036	そのドアはどうしても開かない。	1
18125	私は、一日中全く何も食べなかった。	0
21240	その家は住み心地がよい。	0
59089	その時私はよい考えが浮かんだ。	1
24304	母は朝食の準備をしています。	1
47331	欲しかったのはお水なのです。	1
62176	彼女は試験に合格しようと努力した。	1
33662	今までのところ半分だけ終わりました。	1
36134	すぐに出発すれば列車の時間に遅れないだろう。	1
49591	私は飛行機にちょうど間に合った。	1
57133	彼らは結婚してどれくらいだと思いますか。	1
30330	私は授業中に寝てしまった。	1
41436	誰もがここからの景色を美しいと言う。	1
41431	彼らは別の所に住んでいる。	1
28330	そんな不注意な間違いをしてはダメです。	1
56412	赤ちゃんはまだ歩くことができません。	1
7863	この湖はこの箇所が一番深い。	0
7837	私たちは彼の演説の全文を読んだ。	0
50960	私の子供たちはすぐに靴を悪くする。	1
38771	思いもせずに昨日駅で彼女に会った。	1
30903	ある意味ではあなたは正しいが、まだ疑問が残る。	1
715	嵐の後すぐに空は晴れ上がった。	0
54145	彼らは自分の国を守った。	1
28310	彼は新しい考えをたくさん持っています。	1
44326	あなた自身が会に参加するべきである。	1
38441	私はよく同じ夢を見る。	1
23471	そのことで嘘を言うなんてあなたは悪い人だ。	1
23619	この花はとても美しい。	1
7037	その会社は倒産した。	0
53113	今日は天気ならいいのに。	1
40014	私の部屋はとても狭い。	1
23385	私たちの仕事はもう終わった。	1
27496	料理をするのを手伝ってよ。	1
4579	これははたして彼の書いた物だろうか。	0
60963	鞄が必要です。貸してください。	1
15590	無から有は生じ得ない。	0
16934	コーヒーをもう１杯いただきたい。	0
4511	彼は遅れないで何とかそこへ到着した。	0
42469	彼らは誰も参加していない。	1
36443	いつか彼に会っている。	1
10932	彼は以前は羽振りがよかった。	0
49213	彼は彼らを見た。	1
15599	東京は日本最大の都市です。	0
58384	結構面白い。	1
41584	彼は一人でそこに住んでいた。	1
37466	彼は失敗をなかったことにするための行動をした。	1
32893	私は彼の出発の報告を聞いた。	1
61158	あなたは篠山に住んでいますか。	1
30302	彼は今会議中です。	1
27478	彼は除かれた。	1
61865	彼は車を止めた。	1
56146	あのきちんとした男の人は誰ですか。	1
23899	私は昨日の夜テレビを見た。	1
41169	その報告書はその日のうちに送られた。	1
25431	悲しいことは突然起こった。	1
28492	次に何をするべきかが問題である。	1
59361	先生は難しい問題を出すでしょう。	1
18838	驚きのあまり口もきけなかった。	0
840	私は田舎で育てられた。	0
1430	あなたはわざとその間違いをしたのか。	0
3672	私の妹はひとりで宿題をしたことがない。	0
53307	もっと安い席がありますか。	1
35334	私は飛行機に乗った時とても怖かった。	1
19242	彼は私のかばんを持ってくれた。	0
31855	私には自分自身が悪いと思っていることは全くありません。	1
10850	生涯で一番の間違いです。	0
27847	日曜日に会おう。	1
2407	その本を図書館へ返却しましたか。	0
9302	彼は確かに貧乏だが、幸せだ。	0
24720	彼女が言ったことは本当のことではなかった。	1
62536	手紙を書いたらそれを出してあげます。	1
53209	彼の健康が気になって仕方がないです。	1
18318	君がこの本を書いたって？	0
40776	今日の新聞を持ってきて欲しい。	1
28345	それは怖いですね。	1
39886	間もなくそのニュースが来た。	1
24471	医者は何だって？	1
9460	その火事はおととい発生した。	0
52576	今日の夜の予約をしているのです。	1
60239	天気が悪かったけれど出かけることにした。	1
45294	彼は何を考えているんだ。	1
4275	彼女は子供におもちゃを買ってやりました。	0
7943	あなたからのお便りを楽しみにまっています。	0
5124	私も同じものを注文します。	0
45364	ビールはあまりたくさん飲みません。	1
24849	彼は毎日１時間半勉強した。	1
28732	彼女は英語を話すのがうまいのである。	1
53095	そこ開けたままにしないで。	1
58332	彼は英語で自分の考えをうまく表現した。	1
3328	その人には一度も会ったことはない。	0
55275	すぐ行く方がよいと思う。	1
11809	試験の結果を私に教えて下さい。	0
54223	不思議なことに、彼女は突然いなくなった。	1
40493	金色の髪の少女があなたに会いにきました。	1
8550	両親は私が留学することに反対した。	0
20315	私達は川沿いを散歩した。	0
26235	飛行機に乗り遅れたくないんだ。	1
54943	明日は大切な日だ。	1
58929	私のカメラはあなたのと同じだ。	1
42520	リビエラへでも旅行すればあなたのためになるよ。	1
25508	彼は今、弁当を食べている。	1
21721	彼らは今週は８時に朝食を食べている。	0
42952	彼は月曜日にニューヨークに行きました。	1
6806	これはその２つの中で断然良い方だ。	0
13328	彼は資産家だ。	0
47925	あなたなりのやり方で仕事しろ。	1
10703	そんなことを言うなんて軽率だ。	0
57040	英語を話すのは難しくない。	1
45422	寝ることができないです。	1
29774	彼女は彼に食べ過ぎないように注意した。	1
34712	あなたは辞書の使い方を学ぶべきだ。	1
27279	ピアノは高いです。	1
16687	君にまたお会いしたい。	0
16666	彼はかつてなかったほど裕福である。	0
25868	私には、時間はお金ではありません。	1
833	彼はその山に登れると思った。	0
41936	この本は子供でも読む事ができます。	1
26129	その事実は誰にも知られている。	1
44941	私は彼に人として守るべき道を立てなければならない。	1
30172	別のをいただけますか。	1
57422	彼は私たちに水をかけた。	1
51460	会に参加するかどうかは彼に聞きなさい。	1
15749	彼女は遠くまで行かなかった。	0
57184	私は２時間ここにいます。	1
23153	学生たちは今休む時間です。	1
33912	それは金ですか。	1
2474	他人を悪く言うのはよくない。	0
1983	私がどんなにうれしいか言葉では伝えられない。	0
17242	英語を少ししか話せません。	0
46489	彼の家はこのあたりだ。	1
34969	夕食にお客を呼んでいますか。	1
14389	私がここに引っ越してきて３年になる。	0
22205	私はとてもかれにあいたい。	0
6174	彼はもっとお金を貯めるために一生懸命働いた。	0
10083	君が早く回復することを望みます。	0
26793	あなたはどれくらいうまく泳ぐ事ができますか。	1
6829	余計なことをして、すみません。	0
7417	靴が痛くてとてもつらい。	0
31245	もし間違いを見つけたら、すぐに知らせてください。	1
40164	雨になっちゃうんじゃないかなあ。	1
2211	お目にかかれてうれしく存じます。	0
46982	これは基本です。	1
4542	昨夜はろくに眠れなかった。	0
17908	彼女は昨晩大変遅く私に電話をかけてきた。	0
36639	春と秋ではどちらが好きですか。	1
35676	彼は勇気があり、そこへ行った。	1
40230	これらのペンは彼のものです。	1
41042	彼は自分の家族を保護するために頑張って働いた。	1
6112	家程良いところはない。	0
29288	あなたは彼の兄さんを知っていますか。	1
13524	私はそれが見えるように息子を持ち上げた。	0
32947	窓を開けてくれ。ここは暑くて我慢できない。	1
27487	非常に嬉しいことには、私は試験に合格した。	1
62711	彼女は嫌だ。	1
16083	彼はそれを終えるとすぐ読書を始めた。	0
14751	これは学生にはあてはまらない。	0
60949	今成田空港にいます。	1
51492	戦うことは終わった。	1
55185	彼女は面白い帽子をしていた。	1
33882	彼はお兄さんほど背が高くない。	1
12811	外国人留学生は私たちに援助を求めた。	0
23698	行かないって、言ってるでしょう。	1
55816	この箱はトニー君によって作られました。	1
58531	彼らは幸せな人生を送った。	1
49877	彼女は新しい生活に入った。	1
40626	彼はただ新聞を読むだけでなにもしなかった。	1
55458	本を読んでるうちに寝てしまった。	1
49567	好きなものは何でも食べなさい。	1
16022	両親はおじを見送りに空港に行った。	0
810	私は彼が警察に引き渡されたことがわかった。	0
26347	彼はその時テレビを見ていなかった。	1
12478	お金なんかたいしたことはない。	0
3555	それをすぐに終えましょう。	0
29686	あなたはもっと前にここにいなきゃならないはずだ。	1
2503	君はトムの友人だね。	0
46241	彼は犬を庭に放した。	1
28395	ご安心ください。	1
57303	彼はその本のことを少しも知らなかった。	1
57222	どうかしたんですか。顔の色が悪いよ。	1
43914	ナンシーは私の姉に似ている。	1
25422	これは私が持っているのと同じ本です。	1
1516	彼はよく友人をいじめたものだ。	0
1048	タバコは健康によくない。	0
8697	私にかまわないで。	0
36807	いったいそれは本当なんですか。	1
17421	私はちょうど宿題を終えたところだ。	0
27644	頑張ったなら成功するだろう。	1
39202	インクで書く必要はありません。	1
4348	この部屋からの山の眺めは最高だ。	0
7733	彼は再び試みる事を決心した。	0
34511	なぜ彼は気分が悪い顔をしてるんだい。	1
54976	いつか将来君はこのことを後でこうするべきだったと思うだろう。	1
49615	彼女は今家にいないかもしれない。	1
61365	彼女は私に英語で書かれた手紙を見せた。	1
61175	彼が日本を出てから１０年になる。	1
19931	彼を誉める者など誰もいない。	0
24677	次の時間の飛行機に乗ることができますか。	1
5141	彼の演奏は少しもよくなかったと思う。	0
30303	彼は相手にとって不足はない。	1
35885	あなたのためならどんなことでもするよ。	1
3991	彼はとても人を裏切るような人ではない。	0
14524	晩から雪が降るかもしれませんね。	0
50691	トムは電話で１時間話し続けている。	1
34090	メイラー氏は明日までここに滞在の予定です。	1
55777	やっと着いた。	1
31512	一人は嫌いだ。	1
61481	彼の言うことはその度に頭に来る。	1
17441	犬が私のところに駆けよってきた。	0
50451	私は１０時まで彼を待った。	1
1867	どれもみな正しい。	0
25606	どう違うのだ。	1
4990	彼女は怖いもの知らずなの。	0
1396	昨日は彼の家に泊まった。	0
56973	その男は死にかけていた。	1
4293	わたしはいつも幸福だったわけではありません。	0
47795	その写真を見せてくれませんか。	1
27640	彼女はいつも１週間に必ず母に手紙を書く。	1
45287	あなたはもう子供ではない。	1
22523	彼女は昼ご飯を食べているところだ。	0
52492	母は私に薬を飲ませた。	1
40825	子供の時から病気をしたことがない。	1
35407	彼が映画に行くことはまずない。	1
35703	彼が一番やってきそうにない。	1
33837	彼は１０日も滞在した。	1
6339	しばらくすると、子供たちは落ち着いた。	0
1644	ぼくたちの仲はもう終わりだ。	0
12990	一生のうちで青春なんて一度しかない。	0
41457	私はニューヨークで道に迷った。	1
27741	病気のため彼は仕事が出来なかった。	1
46160	あなたがいなくなれば寂しくなります。	1
26501	彼に嫌な気持ちをさせたと思う。	1
58996	その事故は彼の不注意のために生じた。	1
45806	今は食べたくない。	1
9205	クラスは意見が分かれた。	0
42012	それは私が作ったのよ。	1
30745	危険でなくなったと言うことではない。	1
58985	ひどい風邪がまだ抜けない。	1
7020	私といっしょに来なさい。	0
58032	彼女は英語だけでなくスペイン語も話すことができる。	1
34414	明日雨になるのではないかと心配です。	1
49408	彼女は自分の部屋から出ようとしない。	1
32600	今日は魚をよく釣ることができる。	1
61781	死ぬ気持ちでやれ。	1
2489	ジョーは昨夜あなたと一緒でしたか。	0
9772	私は三人のうちで一番背が高い。	0
32332	彼女はどれほど疲れていても来るだろう。	1
45024	彼女は秘密でこの話をしてくれた。	1
32819	彼女は話をするのが怖かった。	1
46725	あなたにしてあげる事は、これだけです。	1
16863	私は小説を読むのに熱中していた。	0
32927	ジムはビルとほとんど体の高さが同じです。	1
47579	彼はいつも仕事が遅い。	1
4925	ご主人は本日お見えになるでしょう。	0
26451	彼が試験に失敗したと言う連絡を聞いた。	1
11649	そのことについて後で全部教えてあげるよ。	0
43201	誰のために働いているのか。	1
44737	机の上に数冊の本がある。	1
26786	彼が部屋に急いで入ってきた。	1
9231	彼はだれの友達ですか。	0
21178	軽率に答えるな。	0
23105	あなたの協力を期待するよ。	1
15121	お金持ちは必ずしも幸福とはかぎらない。	0
15928	彼はまた失敗したことを恥じている。	0
58964	父はオーストラリアへ２度行ったことがある。	1
14325	男は人前では泣かないものだ。	0
53168	なんて素敵な家なんでしょう。	1
56902	部屋を出る時には電気を消せ。	1
48541	忘れずに電話してね。	1
21528	どうぞおくつろぎください。	0
53860	彼は跳んで乗った。	1
18719	明日お会い出来ますか。	0
24114	ないと思うけど。	1
38863	その聞いた話は結局事実であることがわかった。	1
1936	私は東京の郊外に住んでいる。	0
20096	ジェーンがひとりで学校に行くのは難しすぎました。	0
57482	お互いを助けましょう。	1
46595	あなたは音楽と英語のどちらが好きですか。	1
10098	少し早めに着きました。	0
43172	お話は聞いています。	1
3572	その予言は本当になった。	0
40739	外国を旅行することは大変面白い。	1
33822	彼は雪のため遅れた。	1
4941	彼の悪口を言わないで。	0
59414	何か書くものをお持ちですか。	1
13082	彼はお金持ちと言うにはほど遠い。	0
28666	痛いと感じる価値さえない。	1
1273	彼女は女子高校に通っている。	0
60195	あなたはもう少し早く起きなければなりません。	1
11718	彼女は昨日の午後に亡くなった。	0
59035	私たちはその計画について彼と互いに話した。	1
59659	彼女はしばらくの間幸せだった。	1
57229	私はりんごが好きです。	1
43539	それはすばらしい考えだ。	1
38826	彼は私の兄ではなくて、いとこである。	1
47836	あなたにその歌を歌って欲しい。	1
21579	彼が早起きするなんて珍しい。	0
43911	誰が道が分からなくなった犬を見つけたのですか。	1
13558	彼はわれわれの期待に達しなかった。	0
18645	今朝地震があった。	0
26452	この世界にお茶がなかったならばどうするだろう。	1
10878	彼はイギリスへ行こうと決心している。	0
52051	何とかできると思うよ。	1
24331	今日の朝もいつも乗る列車に遅れなかった。	1
50759	彼女は母と同様、注意深くはない。	1
55072	テレビつけてもいい？	1
32298	委員たちはみんなそれに反対している。	1
49248	この手紙を出しておいてください。	1
52052	子供の頃からの友達です。	1
35188	いつまで日本にご滞在になりますか。	1
56975	妻が来るまで駅で待とうと心に決めた。	1
12050	どこで待ち合わせしましょうか。	0
33659	私たちのロンドンでの滞在は短すぎた。	1
55560	彼女は音楽に興味がある。	1
61180	青い信号が出ている。	1
6735	最近われわれはしばしばそこへ行く。	0
40385	彼女はクラスの誰よりも頭がよい。	1
59186	私は彼の意見をあまり重要だと思っていない。	1
59398	彼女はお母さんと同じくらい美しい。	1
59859	彼女は泳ぐことができない。	1
27377	私は医者に酒を止められている。	1
10683	この理由で私はアメリカへ行くことを決心した。	0
51925	どんどん勉強しなさい。	1
18793	彼女は随筆を書き始めた。	0
24682	２台の車を持っている人は少なくない。	1
41048	彼は英語の勉強をしている。	1
60191	幸せには健康が必要です。	1
21973	あなたがおっしゃりたいことは、いったい何ですか。	0
14023	いたいだけここに居てもいいですよ。	0
54010	彼は死ぬのを怖がっている。	1
61386	彼が今どこにいるのか心配だ。	1
44902	いつあなたを尋ねることができるか分からない。	1
5673	いいかげんに仕事をするな。	0
57163	荷物は３つあります。	1
4281	皆、彼をリーダーとみなして尊敬していた。	0
82	六十の手習い。	0
40296	そこにいる新しく入った人はケンと仲がよくなった。	1
51620	彼は家に帰ったと思います。	1
852	私が着いたとき彼女はもう出た後だった。	0
33519	彼女はいつも道に迷う。	1
50844	思い出したら元気がなくなった。	1
2931	彼女は今度の日曜日は暇かどうか私にたずねた。	0
58818	彼がいつ日本に来るか放送されるだろう。	1
34484	彼はそれを僕のせいにした。	1
9042	マイクは日本語を話すのが上手だ。	0
22509	一年の最初の月は一月です。	0
55088	医者はスミスさんに煙草を止めるようにと言った。	1
52006	彼女はよく話す。	1
56414	あなたは風邪にかかりやすいですか。	1
11795	同棲したこと？	0
46436	ドアを開けてください。	1
58650	彼は今の時間には当然戻っているはずだ。	1
10735	彼は一度に６個の箱を運んだ。	0
54891	雪の上を滑るスポーツをしに行くことができればいいのだけど。	1
4147	そう深刻に考えるな。	0
44028	人はみんな生きる権利がある。	1
40612	私は昨日、夜遅い時間まで起きていた。	1
24272	芝生に入るな。	1
33753	うまく行くように願っくださいね。	1
57305	どうして私の手を捕まえているの？	1
59353	私は子供の頃毎日泳いだものだった。	1
60702	私は吉雄ほど忙しくない。	1
31151	すぐ始めて終わらせよう。	1
10285	私の夢は今でもまだただの夢だ。	0
46199	私が彼を訪ねたのは、昨日のことだ。	1
58177	それが本当かどうかきいてみよう。	1
3895	彼女は彼が嫌いだということをはっきりさせた。	0
34398	彼は私の妻の知っている人だ。	1
60409	その犬は走りながら彼女のところへ来た。	1
11337	誰か家事を手伝ってくれる人が必要です。	0
9865	彼らの我慢も限界だった。	0
9281	彼は試験に一番に合格した。	0
10019	彼は通りで私に会うといつも話しかける。	0
37660	私は勉強が嫌になった。	1
41945	ベッドをきれいにしなさい。	1
4752	昨日帰り道でにわか雨にあった。	0
14712	卵はどのように調理しましょうか。	0
49236	私はその案に絶対反対です。	1
59694	彼の考えは何の役にも立たない。	1
28200	これが私の考えたことです。	1
30065	彼は２年間ずっと日本にいます。	1
28322	彼らは船に危険を伝えた。	1
30291	どんな子供でもそれは知っている。	1
28404	病気のために彼女は来ることができなかった。	1
14430	どこで試着できますか。	0
46683	チーズをいくらか買いたいのです。	1
17962	彼はあまりにも幼いので学校に行けなかった。	0
4199	その音楽は全員をとりこにした。	0
26978	彼は仕事をする場所で机を作っているところだ。	1
24583	彼女は両親によってちゃんと育てられた。	1
32213	彼がそこにいるかもしれない。	1
17239	彼はトランプをするときがない。	0
54612	父は工場で働いている。	1
12858	そこに署名してください。	0
23599	私たちは長い間その町を訪れなかった。	1
40735	彼はクラスの最後だった。	1
37226	この問題に関しては３つの意見がある。	1
37775	彼女は猫を育てている。その猫は白い。	1
11618	君はよくも私にそんな口がきけるな。	0
18942	誰もそのパーティーから立ち去ろうとしなかった。	0
26837	彼女は親切そのものです。	1
45178	彼はいつまでも彼女を愛し続けるだろう。	1
12645	前もってお知らせします。	0
23411	彼は死んだと考えられていた。	1
422	彼は速いランナーだ。	0
58242	父は高校で英語を教えています。	1
28605	その映画を見たことがありますか。	1
272	彼に夢中なの！	0
17986	私はいつも彼に服従しなければならない。	0
10950	内訳はどのようにしましょう？	0
51108	彼は時々私の息子に会いに来る。	1
10400	彼が辞職しなければならない理由はない。	0
4150	格好つけるな。	0
14512	彼女は病気でパーティーに出席できなかった。	0
22993	彼女は誰を呼んでも親切だ。	1
28197	彼は音楽会が終わるまでには着かなかった。	1
27537	エンジンがかからない。	1
51215	カメラを持っていますか。	1
37872	宿題を手伝ってくださってどうもありがとう。	1
19508	あなたはその会合に出席する予定ですか。	0
52573	私は病気だったので、仕事に行くことができなかった。	1
30562	あなたが貸してくれた力を何とも思わなくなるでしょうか。	1
42711	彼はその問題についてよく知っている。	1
23960	それに対して思ったことは？	1
26260	彼は他の人の悪いことを決して言わない人物だ。	1
26851	その少年は幸せになった。	1
42181	勉強するために行く他の地域はもう決めた？	1
7343	彼女は自分の娘が誇りである。	0
1072	彼の家は売りに出されている。	0
8727	君の写真が欲しいのですが。	0
58249	ジョンに時計をなおしてもらうつもりだ。	1
19294	彼のうわさを聞きましたか。	0
42605	私の両親もそうです。	1
18758	必ずこの手紙を渡して下さい。	0
30983	私には兄や弟がいない。	1
1372	彼女はその計画を成し遂げた。	0
2424	母は私たちに小犬を買ってくれた。	0
58378	私の家はここから５つ通りを過ぎた所にあります。	1
52400	ケンは今日の午後忙しい。	1
24451	私は数学が好きだ。	1
20132	予約は一週間前にお願いします。	0
5989	彼らは暖かく迎えられた。	0
782	１時間以内にそこに着くでしょう。	0
48871	彼女は私たちにとても親切です。	1
40908	ボブは普通１０時に寝る。	1
32384	彼の言うことは何かある。	1
17340	彼女に逃げ道はない。	0
21097	子供たちにテレビを独占させるな。	0
54120	予想以上にひどい天気だ。	1
13270	他人を傷つけることはよくない。	0
35319	この事件で手を貸してください。	1
33105	彼女は試合に合格した。	1
33876	その女性たちは図書館の前にいる。	1
4747	あの２人のうちどちらかがスパイだ。	0
32145	私のクラスの学生はみんな仲がよい。	1
14337	彼は私の許しを願った。	0
49349	物が動く音が聞こえたようだ。	1
45370	彼が嘘をついたのは明らかだ。	1
11217	私は人前で話すのに慣れていない。	0
1214	これは君には唯一の機会である。	0
5322	あの男の子は大変賢い子だ。	0
25113	私は一人の生活には慣れている。	1
44678	私は外国へ行きたい。	1
6687	終列車にちょうど間に合った。	0
15074	ところで、君はバイオリンを弾きますか。	0
32531	彼は親切にも私を助けてくれた。	1
4138	君のレポートを読んでおきましょう。	0
52926	ええと、買ったのは先週でした。	1
31965	自分がいい方向に向かうように様子を見る態度をとる。	1
4028	これはその箱をあける鍵です。	0
51113	私は誰だと思いますか。	1
47128	その列車は数分前に問題なく、駅に着いた。	1
32716	細かい雨が降っていた。	1
36319	彼らはそのニュースを聞いて心が動いた。	1
14303	皆が私を馬鹿にした。	0
51484	私は船に乗った。	1
27826	愛のない人生は何だろうか。	1
6108	その車は急停車した。	0
52050	返事のないものも返事。	1
49833	彼は私にいくらかのお金をくれた。	1
15657	彼らはその場所を見つけ出すのに苦労した。	0
4377	そんなことをするとはなんて私はばかだったのだ。	0
52925	車を貸してくれませんか。	1
59450	誰かが入るところに立っています。	1
23023	明日最初にそれをするつもりです。	1
2583	私がピアノをひくのは難しい。	0
53183	あの女が美し人なものか。	1
35584	アンは私たちのパーティーには来ません。	1
19513	もう一つケーキはいかがですか。	0
7546	以前ちょうどここに商店があった。	0
24659	私の家族に会ってください。	1
49672	彼にはとても感謝している。	1
46900	夕食を作ってあげましょう。	1
16746	彼はあちこちに行ったことがある。	0
6111	君の時計は合ってる？	0
8120	私は卒業したら留学するつもりです。	0
56478	アメリカへ行く時間がない。	1
17922	彼女はことわざをいくつも知っている。	0
1088	私は無くしたはずの帽子を今持っている。	0
24364	大事な事はこれをずっと覚えておく事です。	1
27830	私の新しい服はどうですか？	1
24908	彼は２度と再び戻らなかった。	1
11697	彼はいつも誉めてもらうことを期待している。	0
59761	僕は平均して、日に２時間英語を勉強する。	1
500	彼の言うことは僕には一行にわからない。	0
30020	彼女はすぐにもう１度結婚した。	1
29098	彼は朝から夕方まで働いた。	1
21355	私はウサギの世話をしなければならない。	0
24773	アメリカの印象はどうですか。	1
31602	彼はどこに行っても評価がよい。	1
5395	その金は三人で分けられた。	0
18310	試合は雨のために中止された。	0
43787	私は病気のために学校へ行くことができなかった。	1
11013	彼はでしゃばらないようにしようとした。	0
58714	私はそうは思いません。	1
2222	あなたはどれくらい上手に泳ぐ事が出来ますか。	0
62861	あの二人できてるの？	1
18998	私はこんなに早く目覚めたことはない。	0
17420	彼は定刻どおりに来なかった。	0
46742	私はあまりにも寝たいので宿題ができない。	1
6182	僕に真相を話してくれ。	0
18407	彼は私の忠告を少しも心に留めなかった。	0
6763	彼らは彼をからかった。	0
10900	私は健に手伝ってくれるようにたのんだ。	0
48668	その医者は勉強の経験のある人だ。	1
37500	スーザンはその時ピアノを弾いていなかった。	1
62165	夏は好きですか。	1
48138	昨日彼の鞄が取られた。	1
21671	私はその金のおかげで留学することが出来た。	0
49694	私としては、もう何も言うことはない。	1
25804	私たちは急いでいました。	1
22245	試着できますか。	0
56805	私たちは遅れないようにタクシーに乗った。	1
53978	彼女の詩をどう思いますか。	1
31042	彼はひどい目にあった。	1
21591	私は幸運にもよい仕事を見つけた。	0
33588	この件をどう思いますか。	1
25256	私は９時までに宿題をやってしまうつもりだ。	1
60418	彼はひどく気を落とした。	1
10708	この国は本当に落ちぶれてきている。	0
21290	金持ちが必ずしも幸福とは限らない。	0
34728	彼らは彼を馬鹿にした。	1
56505	彼は父に自転車を買ってくれと頼んだ。	1
59474	もしかして気が変わったら、伝えてください。	1
49676	私は彼とそこで会うことになっている。	1
59177	昨日になって始めて私は彼女の名前を知った。	1
57946	今日は土曜日です。	1
23932	ただ彼を信じればいいのだ。	1
37237	私は少ない金を盗まれてしまった。	1
15304	彼は新しい商売を始めた。	0
6498	あなたって頼りになる人ね。	0
2345	ようするに私たちの努力はすべて無に帰した。	0
18658	しばらく座ってのんびりしていってください。	0
23459	事故が起きる可能性は否定できない。	1
37508	やるべき宿題がたくさんあります。	1
8207	私が父の代理をするつもりだ。	0
9714	私たちは以前より暮らし向きがよい。	0
22867	この歌はラブソングです。	0
19310	彼の努力にも関わらず、事故は起こった。	0
43314	私たちは来週会う約束をした。	1
29944	私は寒いのが嫌いです。	1
23506	あなたは正しいことができると思っています。	1
11272	あの計画は立ち消えになった。	0
60566	彼はホンダの車を買った。	1
39383	何を見ているのですか。	1
9373	君の新しい服はとても似合っています。	0
61330	日曜に特に何かすることがありますか。	1
22621	君の忠告に従ってさえいればなあ。	0
41863	午後には授業が２時間あります。	1
58826	彼は僕を一郎と呼んだ。	1
53972	でも素敵だわ。	1
152	手の内を見せるな。	0
38931	最初は彼が知らない人に対する態度のように見えた。	1
39660	彼は明日ヨーロッパ旅行から帰ります。	1
20906	彼女は人当たりがいい。	0
43328	私はコンピューターを使うのが簡単なことがわかった。	1
13617	みなさんは食べる用意ができていますか。	0
15340	弟のことなんかほっときなさい。	0
32134	そのような高い車を買うことができる人はほとんどいない。	1
11974	嫉妬が彼にそれをさせた。	0
54862	あなたは英語を話すことができますか。	1
11141	それはお気の毒に。お体を大切に。	0
52449	あの子はいったいどうなってしまうのかな。	1
11403	私はその問がたいへんやさしいことを発見した。	0
22506	私は彼を電話に呼び出した。	0
33323	すぐ警察に電話してください。	1
13336	彼女はかなり人生経験をつんでいる。	0
17726	夫と娘はぐっすりと眠っている。	0
54153	これではおそらく戦争と言うことになるだろう。	1
527	明日、叔父さんと会う約束がある。	0
6	ともかく困ったことだ。	0
3768	彼女はそこに一人きりだった。	0
43981	彼の息子は自分の名前を書くことさえもできない。	1
21695	私たちは子供がたくさんほしい。	0
20842	昨年兄は彼の友人の妹と結婚した。	0
25754	この機会を利用しよう。	1
29955	私は普通は１０時に寝ます。	1
44381	彼は喜んで人を助けた。	1
